Date,Open,High,Low,Close,Volume,Adj Close
2002-07-10,3258.399902,3258.399902,3225.399902,3226.199951,0,3226.199951
2002-07-11,3226.199951,3226.199951,3183.0,3192.399902,0,3192.399902
2002-07-12,3192.399902,3207.199951,3184.800049,3197.399902,0,3197.399902
2002-07-15,3196.899902,3196.899902,3181.699951,3187.300049,0,3187.300049
2002-07-16,3196.899902,3196.899902,3156.100098,3157.699951,0,3157.699951
2002-07-17,3157.699951,3157.699951,3119.100098,3122.199951,0,3122.199951
2002-07-18,3122.199951,3153.899902,3122.199951,3152.300049,0,3152.300049
2002-07-19,3152.300049,3154.199951,3104.899902,3109.199951,0,3109.199951
2002-07-22,3092.100098,3092.100098,3034.699951,3089.399902,0,3089.399902
2002-07-23,3089.399902,3096.600098,3056.5,3088.600098,0,3088.600098
2002-07-24,3088.600098,3088.600098,3004.800049,3017.199951,0,3017.199951
2002-07-25,3017.199951,3072.699951,3017.199951,3042.399902,0,3042.399902
2002-07-26,3042.399902,3042.399902,2982.100098,2989.5,0,2989.5
2002-07-29,2989.5,3042.899902,2989.100098,3035.199951,0,3035.199951
2002-07-30,3035.199951,3094.600098,3035.199951,3083.800049,0,3083.800049
2002-07-31,3083.800049,3100.899902,3076.699951,3086.199951,0,3086.199951
2002-08-01,3086.199951,3092.0,3070.899902,3077.300049,0,3077.300049
2002-08-02,3077.300049,3077.300049,3037.5,3053.899902,0,3053.899902
2002-08-05,3048.899902,3048.899902,3009.199951,3009.199951,0,3009.199951
2002-08-06,3009.199951,3009.199951,2955.699951,2985.600098,0,2985.600098
2002-08-07,2985.600098,3052.899902,2985.600098,3051.0,0,3051.0
2002-08-08,3051.0,3077.100098,3048.800049,3077.100098,0,3077.100098
2002-08-09,3077.100098,3122.199951,3077.100098,3106.800049,0,3106.800049
2002-08-12,3113.300049,3118.199951,3101.5,3103.800049,0,3103.800049
2002-08-13,3103.800049,3115.5,3090.0,3110.300049,0,3110.300049
2002-08-14,3110.300049,3110.300049,3086.100098,3096.199951,0,3096.199951
2002-08-15,3096.199951,3132.600098,3096.199951,3128.0,0,3128.0
2002-08-16,3128.0,3147.899902,3128.0,3133.300049,0,3133.300049
2002-08-19,3133.300049,3157.300049,3132.699951,3148.199951,0,3148.199951
2002-08-20,3148.199951,3184.300049,3148.199951,3176.699951,0,3176.699951
2002-08-21,3176.699951,3180.199951,3155.100098,3164.300049,0,3164.300049
2002-08-22,3164.300049,3198.399902,3164.300049,3195.699951,0,3195.699951
2002-08-23,3195.699951,3202.899902,3176.399902,3184.5,0,3184.5
2002-08-26,3180.800049,3180.800049,3157.399902,3176.899902,0,3176.899902
2002-08-27,3176.899902,3191.0,3160.300049,3160.300049,0,3160.300049
2002-08-28,3160.300049,3167.0,3137.699951,3137.699951,0,3137.699951
2002-08-29,3137.699951,3137.699951,3115.5,3130.800049,0,3130.800049
2002-08-30,3130.800049,3137.5,3117.699951,3120.100098,0,3120.100098
2002-09-02,3122.300049,3132.100098,3112.600098,3131.0,0,3131.0
2002-09-03,3131.0,3143.199951,3125.399902,3143.199951,0,3143.199951
2002-09-04,3143.199951,3143.199951,3090.399902,3093.199951,0,3093.199951
2002-09-05,3093.199951,3122.199951,3093.199951,3113.5,0,3113.5
2002-09-06,3113.5,3113.5,3079.899902,3089.5,0,3089.5
2002-09-09,3089.5,3123.0,3089.5,3119.600098,0,3119.600098
2002-09-10,3119.600098,3121.0,3106.899902,3110.699951,0,3110.699951
2002-09-11,3110.100098,3148.0,3110.100098,3148.0,0,3148.0
2002-09-12,3148.0,3149.199951,3138.800049,3142.100098,0,3142.100098
2002-09-13,3142.100098,3142.100098,3115.0,3130.600098,0,3130.600098
2002-09-16,3130.600098,3137.600098,3121.800049,3125.699951,0,3125.699951
2002-09-17,3125.699951,3156.699951,3125.699951,3156.699951,0,3156.699951
2002-09-18,3156.699951,3156.699951,3111.399902,3120.300049,0,3120.300049
2002-09-19,3120.300049,3120.300049,3086.899902,3090.699951,0,3090.699951
2002-09-20,3090.699951,3090.699951,3062.300049,3073.600098,0,3073.600098
2002-09-23,3070.199951,3070.199951,3046.199951,3046.699951,0,3046.699951
2002-09-24,3046.699951,3046.699951,3018.699951,3033.300049,0,3033.300049
2002-09-25,3033.300049,3033.300049,2989.0,2991.100098,0,2991.100098
2002-09-26,2991.100098,3017.800049,2987.199951,2988.699951,0,2988.699951
2002-09-27,2988.699951,3022.199951,2988.699951,3008.899902,0,3008.899902
2002-09-30,3001.100098,3001.100098,2953.199951,2970.899902,0,2970.899902
2002-10-01,2970.899902,2989.199951,2959.800049,2987.199951,0,2987.199951
2002-10-02,2987.199951,3018.0,2987.199951,2998.199951,0,2998.199951
2002-10-03,2998.199951,2999.5,2983.800049,2999.300049,0,2999.300049
2002-10-04,2999.300049,3000.399902,2983.600098,2991.600098,0,2991.600098
2002-10-07,2986.199951,2986.199951,2940.0,2940.0,0,2940.0
2002-10-08,2940.0,2954.699951,2933.300049,2946.0,0,2946.0
2002-10-09,2946.0,2952.899902,2908.800049,2912.699951,0,2912.699951
2002-10-10,2912.699951,2912.699951,2883.5,2896.600098,0,2896.600098
2002-10-11,2896.600098,2929.699951,2896.600098,2924.600098,0,2924.600098
2002-10-14,2924.600098,2965.5,2924.600098,2959.800049,0,2959.800049
2002-10-15,2959.800049,2994.899902,2957.5,2994.899902,0,2994.899902
2002-10-16,2994.899902,3024.0,2984.899902,2993.800049,0,2993.800049
2002-10-17,2993.800049,3001.699951,2968.600098,2989.800049,0,2989.800049
2002-10-18,2989.800049,3028.399902,2989.800049,3010.600098,0,3010.600098
2002-10-21,3010.600098,3011.699951,2986.399902,2990.199951,0,2990.199951
2002-10-22,2990.199951,3019.699951,2990.199951,3003.0,0,3003.0
2002-10-23,3003.0,3032.300049,3000.800049,3031.899902,0,3031.899902
2002-10-24,3031.899902,3043.0,3023.199951,3023.600098,0,3023.600098
2002-10-25,3023.600098,3023.600098,2996.0,3009.199951,0,3009.199951
2002-10-28,3010.300049,3038.600098,3010.300049,3035.600098,0,3035.600098
2002-10-29,3033.899902,3034.300049,3008.600098,3011.300049,0,3011.300049
2002-10-30,3011.300049,3011.300049,2994.0,3006.199951,0,3006.199951
2002-10-31,3006.199951,3042.899902,3004.300049,3042.899902,0,3042.899902
2002-11-01,3042.899902,3042.899902,3009.399902,3010.300049,0,3010.300049
2002-11-04,3010.300049,3060.300049,3010.300049,3054.800049,0,3054.800049
2002-11-05,3054.800049,3069.300049,3045.800049,3050.199951,0,3050.199951
2002-11-06,3050.199951,3079.699951,3050.199951,3075.5,0,3075.5
2002-11-07,3075.5,3075.5,3033.199951,3038.899902,0,3038.899902
2002-11-08,3038.899902,3040.800049,3008.600098,3008.800049,0,3008.800049
2002-11-11,3008.800049,3008.800049,2969.899902,2972.899902,0,2972.899902
2002-11-12,2972.899902,2984.0,2950.699951,2982.5,0,2982.5
2002-11-13,2982.5,2986.600098,2964.899902,2971.0,0,2971.0
2002-11-14,2971.0,2987.0,2959.399902,2962.199951,0,2962.199951
2002-11-15,2962.199951,3005.600098,2962.199951,3004.899902,0,3004.899902
2002-11-18,3006.800049,3010.399902,2995.399902,2999.699951,0,2999.699951
2002-11-19,2999.699951,3001.899902,2987.800049,2989.699951,0,2989.699951
2002-11-20,2989.699951,3007.800049,2978.600098,3007.800049,0,3007.800049
2002-11-21,3007.800049,3024.100098,3003.0,3021.899902,0,3021.899902
2002-11-22,3021.899902,3042.199951,3021.899902,3035.800049,0,3035.800049
2002-11-25,3035.199951,3044.399902,3015.199951,3041.300049,0,3041.300049
2002-11-26,3041.300049,3041.300049,3014.699951,3015.399902,0,3015.399902
2002-11-27,3015.399902,3015.399902,2997.399902,3005.199951,0,3005.199951
2002-11-28,3005.199951,3049.0,3005.199951,3043.5,0,3043.5
2002-11-29,3043.5,3061.399902,3040.199951,3061.399902,0,3061.399902
2002-12-02,3061.399902,3083.800049,3056.0,3083.800049,0,3083.800049
2002-12-03,3083.800049,3083.800049,3059.699951,3072.600098,0,3072.600098
2002-12-04,3072.600098,3072.600098,3022.600098,3027.199951,0,3027.199951
2002-12-05,3027.199951,3048.800049,3026.899902,3040.5,0,3040.5
2002-12-06,3040.5,3040.5,3017.199951,3027.300049,0,3027.300049
2002-12-09,3028.399902,3054.399902,3023.5,3023.5,0,3023.5
2002-12-10,3023.5,3023.5,2990.800049,2990.800049,0,2990.800049
2002-12-11,2990.800049,3001.800049,2961.800049,2969.699951,0,2969.699951
2002-12-12,2969.699951,2987.800049,2969.699951,2987.800049,0,2987.800049
2002-12-13,2987.800049,2987.800049,2957.899902,2971.300049,0,2971.300049
2002-12-16,2971.300049,2971.300049,2945.899902,2949.899902,0,2949.899902
2002-12-17,2949.899902,2991.399902,2949.899902,2986.699951,0,2986.699951
2002-12-18,2986.699951,2989.300049,2977.300049,2986.5,0,2986.5
2002-12-19,2986.5,2994.800049,2972.600098,2989.100098,0,2989.100098
2002-12-20,2989.100098,3019.600098,2984.800049,3011.399902,0,3011.399902
2002-12-23,3011.399902,3035.699951,3009.800049,3033.5,0,3033.5
2002-12-24,3033.5,3037.800049,3028.5,3032.800049,0,3032.800049
2002-12-27,3032.800049,3032.800049,3023.699951,3027.199951,0,3027.199951
2002-12-30,3027.199951,3027.199951,2987.800049,2992.699951,0,2992.699951
2002-12-31,2992.699951,3010.899902,2991.699951,3007.100098,0,3007.100098
2003-01-02,3007.100098,3028.899902,2999.899902,3027.600098,0,3027.600098
2003-01-03,3027.600098,3055.899902,3027.600098,3055.5,0,3055.5
2003-01-06,3051.800049,3084.699951,3051.800049,3075.399902,0,3075.399902
2003-01-07,3075.399902,3094.100098,3070.399902,3074.5,0,3074.5
2003-01-08,3074.5,3086.899902,3069.399902,3074.699951,0,3074.699951
2003-01-09,3074.699951,3074.699951,3053.800049,3064.899902,0,3064.899902
2003-01-10,3064.899902,3079.800049,3052.199951,3063.5,0,3063.5
2003-01-13,3063.600098,3075.399902,3058.899902,3069.399902,0,3069.399902
2003-01-14,3069.399902,3084.800049,3063.600098,3075.800049,0,3075.800049
2003-01-15,3075.800049,3083.699951,3072.699951,3077.0,0,3077.0
2003-01-16,3077.0,3077.0,3054.0,3056.300049,0,3056.300049
2003-01-17,3056.300049,3066.0,3051.300049,3051.699951,0,3051.699951
2003-01-20,3049.0,3061.600098,3041.399902,3055.800049,0,3055.800049
